title,id,url,HITId,WorkerId0,WorkerId1,WorkerId2,AssignmentStatus0,AssignmentStatus1,AssignmentStatus2,labels0,labels1,labels2,labels_enriched0,labels_enriched1,labels_enriched2,labels_enriched_majority
Langcaster Telecaster.jpg,52490713,https://upload.wikimedia.org/wikipedia/commons/6/68/Langcaster_Telecaster.jpg,33Q5P9PUT4XZK6R3HWDSKAIJH7DCZ4,A2404K01AK5XDB,A3ATSR1NVX851J,ABVP1XX3ZOMKL,Submitted,Submitted,Submitted,{'None'},{'Music'},{'Music'},set(),"{'Culture', 'Music'}","{'Culture', 'Music'}","{'Culture', 'Music'}"
AndrewSinclair.jpg,66155912,https://upload.wikimedia.org/wikipedia/commons/6/6e/AndrewSinclair.jpg,33Q5P9PUT4XZK6R3HWDSKAIJH7DCZ4,A2404K01AK5XDB,A3ATSR1NVX851J,ABVP1XX3ZOMKL,Submitted,Submitted,Submitted,"{'People', 'History'}","{'Art', 'People'}","{'Art', 'People'}","{'Culture', 'People', 'History', 'Society'}","{'Art', 'Culture', 'People', 'Society'}","{'Art', 'Culture', 'People', 'Society'}","{'Art', 'Culture', 'People', 'Society'}"
RPS dynamics.jpg,17005170,https://upload.wikimedia.org/wikipedia/commons/7/7e/RPS_dynamics.jpg,33Q5P9PUT4XZK6R3HWDSKAIJH7DCZ4,A2404K01AK5XDB,A3ATSR1NVX851J,ABVP1XX3ZOMKL,Submitted,Submitted,Submitted,"{'Mathematics', 'Diagrams'}",{'Diagrams'},{'Diagrams'},"{'STEM', 'Mathematics', 'Diagrams'}","{'STEM', 'Diagrams'}","{'STEM', 'Diagrams'}","{'STEM', 'Diagrams'}"
ThomasRBNY.JPG,40000710,https://upload.wikimedia.org/wikipedia/commons/a/af/ThomasRBNY.JPG,33Q5P9PUT4XZK6R3HWDSKAIJH7DCZ4,A2404K01AK5XDB,A3ATSR1NVX851J,ABVP1XX3ZOMKL,Submitted,Submitted,Submitted,"{'Sports', 'People'}","{'Sports', 'People'}","{'Sports', 'People'}","{'Sports', 'People', 'Society'}","{'Sports', 'People', 'Society'}","{'Sports', 'People', 'Society'}","{'Sports', 'People', 'Society'}"
Figure-12-B-Arrow.png,30561763,https://upload.wikimedia.org/wikipedia/commons/7/7d/Figure-12-B-Arrow.png,33Q5P9PUT4XZK6R3HWDSKAIJH7DCZ4,A2404K01AK5XDB,A3ATSR1NVX851J,ABVP1XX3ZOMKL,Submitted,Submitted,Submitted,{'History'},{'Literature'},{'None'},"{'Culture', 'History'}","{'Culture', 'Literature'}",set(),{'Culture'}
"Samara Lubelski,CAV,Coimbra, 2013-02-01.jpg",24600212,https://upload.wikimedia.org/wikipedia/commons/a/ad/Samara_Lubelski%2CCAV%2CCoimbra%2C_2013-02-01.jpg,33Q5P9PUT4XZK6R3HWDSKAIJH7DCZ4,A2404K01AK5XDB,A3ATSR1NVX851J,ABVP1XX3ZOMKL,Submitted,Submitted,Submitted,"{'People', 'Music'}","{'People', 'Music'}","{'Events', 'People', 'Music'}","{'Culture', 'People', 'Music', 'Society'}","{'Culture', 'People', 'Music', 'Society'}","{'Culture', 'Music', 'Society', 'Events', 'People'}","{'Culture', 'People', 'Music', 'Society'}"
Engagement gifts basket (01).jpg,57372348,https://upload.wikimedia.org/wikipedia/commons/1/1e/Engagement_gifts_basket_%2801%29.jpg,33Q5P9PUT4XZK6R3HWDSKAIJH7DCZ4,A2404K01AK5XDB,A3ATSR1NVX851J,ABVP1XX3ZOMKL,Submitted,Submitted,Submitted,{'None'},{'None'},{'Medicine & Health'},set(),set(),"{'STEM', 'Medicine & Health'}",set()
Einfahrsignal Fridingen (2018).jpg,67942795,https://upload.wikimedia.org/wikipedia/commons/1/15/Einfahrsignal_Fridingen_%282018%29.jpg,33Q5P9PUT4XZK6R3HWDSKAIJH7DCZ4,A2404K01AK5XDB,A3ATSR1NVX851J,ABVP1XX3ZOMKL,Submitted,Submitted,Submitted,{'Transportation'},{'Places'},"{'Landscapes', 'Transportation', 'Plants'}","{'Transportation', 'Society'}",{'Places'},"{'Transportation', 'Society', 'STEM', 'Plants', 'Nature', 'Landscapes', 'Places'}","{'Transportation', 'Places', 'Society'}"
"Bundesarchiv Bild 183-90569-0001, Berlin, Vorschlag zur Auszeichnung mit Goldener DFD-Ehrennadel.jpg",5431865,https://upload.wikimedia.org/wikipedia/commons/6/6c/Bundesarchiv_Bild_183-90569-0001%2C_Berlin%2C_Vorschlag_zur_Auszeichnung_mit_Goldener_DFD-Ehrennadel.jpg,34D9ZRXCZ65EQF8R2QNTIMVSUPSASV,A2MTOSH583K270,A32OTBQ9Y8ZJUP,AEIACTPDXL4MJ,Submitted,Submitted,Submitted,{'Medicine & Health'},{'History'},"{'History', 'Medicine & Health'}","{'STEM', 'Medicine & Health'}","{'Culture', 'History'}","{'Culture', 'STEM', 'History', 'Medicine & Health'}","{'Culture', 'STEM', 'History', 'Medicine & Health'}"
Weethalle War Memorial.JPG,17244390,https://upload.wikimedia.org/wikipedia/commons/e/e7/Weethalle_War_Memorial.JPG,34D9ZRXCZ65EQF8R2QNTIMVSUPSASV,A2MTOSH583K270,A32OTBQ9Y8ZJUP,AEIACTPDXL4MJ,Submitted,Submitted,Submitted,{'Landscapes'},{'Monuments & Memorials'},{'Monuments & Memorials'},"{'Landscapes', 'Places'}","{'Monuments & Memorials', 'Places'}","{'Monuments & Memorials', 'Places'}","{'Monuments & Memorials', 'Places'}"
Tingalpa war memorial.jpg,39680085,https://upload.wikimedia.org/wikipedia/commons/8/82/Tingalpa_war_memorial.jpg,34D9ZRXCZ65EQF8R2QNTIMVSUPSASV,A2MTOSH583K270,A32OTBQ9Y8ZJUP,AEIACTPDXL4MJ,Submitted,Submitted,Submitted,{'Monuments & Memorials'},{'Monuments & Memorials'},{'Monuments & Memorials'},"{'Monuments & Memorials', 'Places'}","{'Monuments & Memorials', 'Places'}","{'Monuments & Memorials', 'Places'}","{'Monuments & Memorials', 'Places'}"
God of literature.jpg,2929725,https://upload.wikimedia.org/wikipedia/commons/1/12/God_of_literature.jpg,34D9ZRXCZ65EQF8R2QNTIMVSUPSASV,A2MTOSH583K270,A32OTBQ9Y8ZJUP,AEIACTPDXL4MJ,Submitted,Submitted,Submitted,{'Art'},{'Diagrams'},{'Art'},"{'Art', 'Culture'}","{'STEM', 'Diagrams'}","{'Art', 'Culture'}","{'Art', 'Culture'}"
"VERÓNICA ESPINOSA, MINISTRA DE SALUD.jpg",61848418,https://upload.wikimedia.org/wikipedia/commons/a/a8/VER%C3%93NICA_ESPINOSA%2C_MINISTRA_DE_SALUD.jpg,34D9ZRXCZ65EQF8R2QNTIMVSUPSASV,A2MTOSH583K270,A32OTBQ9Y8ZJUP,AEIACTPDXL4MJ,Submitted,Submitted,Submitted,{'People'},{'People'},{'People'},"{'People', 'Society'}","{'People', 'Society'}","{'People', 'Society'}","{'People', 'Society'}"
Davenport Bank and Trust 02.jpg,71775570,https://upload.wikimedia.org/wikipedia/commons/2/22/Davenport_Bank_and_Trust_02.jpg,34D9ZRXCZ65EQF8R2QNTIMVSUPSASV,A2MTOSH583K270,A32OTBQ9Y8ZJUP,AEIACTPDXL4MJ,Submitted,Submitted,Submitted,{'Architecture'},{'Architecture'},{'Architecture'},"{'Architecture', 'Places'}","{'Architecture', 'Places'}","{'Architecture', 'Places'}","{'Architecture', 'Places'}"
97E38 HofmeisterKink.jpg,12002753,https://upload.wikimedia.org/wikipedia/commons/b/b2/97E38_HofmeisterKink.jpg,34D9ZRXCZ65EQF8R2QNTIMVSUPSASV,A2MTOSH583K270,A32OTBQ9Y8ZJUP,AEIACTPDXL4MJ,Submitted,Submitted,Submitted,{'Transportation'},{'Technology & Engineering'},{'Transportation'},"{'Transportation', 'Society'}","{'STEM', 'Technology & Engineering'}","{'Transportation', 'Society'}","{'Transportation', 'Society'}"
ANZAC War Memorial July 2011.JPG,16048239,https://upload.wikimedia.org/wikipedia/commons/d/dd/ANZAC_War_Memorial_July_2011.JPG,34D9ZRXCZ65EQF8R2QNTIMVSUPSASV,A2MTOSH583K270,A32OTBQ9Y8ZJUP,AEIACTPDXL4MJ,Submitted,Submitted,Submitted,{'Places'},{'Architecture'},{'Landscapes'},{'Places'},"{'Architecture', 'Places'}","{'Landscapes', 'Places'}",{'Places'}
Laserbehandling.jpg,22533703,https://upload.wikimedia.org/wikipedia/commons/b/b1/Laserbehandling.jpg,34D9ZRXCZ65EQF8R2QNTIMVSUPSASV,A2MTOSH583K270,A32OTBQ9Y8ZJUP,AEIACTPDXL4MJ,Submitted,Submitted,Submitted,{'Medicine & Health'},{'Technology & Engineering'},{'Medicine & Health'},"{'STEM', 'Medicine & Health'}","{'STEM', 'Technology & Engineering'}","{'STEM', 'Medicine & Health'}","{'STEM', 'Medicine & Health'}"
Charlemont-Mohawk Trail.JPG,17974240,https://upload.wikimedia.org/wikipedia/commons/1/11/Charlemont-Mohawk_Trail.JPG,34D9ZRXCZ65EQF8R2QNTIMVSUPSASV,A2MTOSH583K270,A32OTBQ9Y8ZJUP,AEIACTPDXL4MJ,Submitted,Submitted,Submitted,{'Places'},{'Technology & Engineering'},"{'Landscapes', 'Transportation'}",{'Places'},"{'STEM', 'Technology & Engineering'}","{'Landscapes', 'Transportation', 'Places', 'Society'}",{'Places'}
Corpora amylacea high mag.jpg,10729378,https://upload.wikimedia.org/wikipedia/commons/b/b5/Corpora_amylacea_high_mag.jpg,34HEO7RUHL52P08EN1NOSCQW8N9AR7,A1V71EGLO0Q561,A28RRYZ732VZIG,A3ATSR1NVX851J,Submitted,Submitted,Submitted,{'Geology & Fossils'},{'Art'},{'Chemistry'},"{'STEM', 'Geology & Fossils'}","{'Art', 'Culture'}","{'Chemistry', 'STEM'}",{'STEM'}
Clifton College Victory Arch.jpg,51214461,https://upload.wikimedia.org/wikipedia/commons/b/bf/Clifton_College_Victory_Arch.jpg,34HEO7RUHL52P08EN1NOSCQW8N9AR7,A1V71EGLO0Q561,A28RRYZ732VZIG,A3ATSR1NVX851J,Submitted,Submitted,Submitted,"{'History', 'Architecture'}",{'Architecture'},{'Architecture'},"{'Culture', 'History', 'Architecture', 'Places'}","{'Architecture', 'Places'}","{'Architecture', 'Places'}","{'Architecture', 'Places'}"
Girodonne2017 stage5.png,59107673,https://upload.wikimedia.org/wikipedia/commons/7/7d/Girodonne2017_stage5.png,34HEO7RUHL52P08EN1NOSCQW8N9AR7,A1V71EGLO0Q561,A28RRYZ732VZIG,A3ATSR1NVX851J,Submitted,Submitted,Submitted,{'Maps & Flags'},{'Maps & Flags'},{'Maps & Flags'},"{'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}"
Ведущие церемонии - Ильдар Абдразаков и Диана Вишнева Фотограф Дмитрий Дубинский 2014.jpg,51126277,https://upload.wikimedia.org/wikipedia/commons/b/b1/%D0%92%D0%B5%D0%B4%D1%83%D1%89%D0%B8%D0%B5_%D1%86%D0%B5%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D0%B8%D0%B8_-_%D0%98%D0%BB%D1%8C%D0%B4%D0%B0%D1%80_%D0%90%D0%B1%D0%B4%D1%80%D0%B0%D0%B7%D0%B0%D0%BA%D0%BE%D0%B2_%D0%B8_%D0%94%D0%B8%D0%B0%D0%BD%D0%B0_%D0%92%D0%B8%D1%88%D0%BD%D0%B5%D0%B2%D0%B0_%D0%A4%D0%BE%D1%82%D0%BE%D0%B3%D1%80%D0%B0%D1%84_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%B8%D0%B9_%D0%94%D1%83%D0%B1%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_2014.jpg,34HEO7RUHL52P08EN1NOSCQW8N9AR7,A1V71EGLO0Q561,A28RRYZ732VZIG,A3ATSR1NVX851J,Submitted,Submitted,Submitted,{'Events'},"{'Events', 'People'}","{'Events', 'People'}","{'Events', 'Society'}","{'Events', 'People', 'Society'}","{'Events', 'People', 'Society'}","{'Events', 'People', 'Society'}"
"Narumi Riko from ""Labyrinth of Cinema"" at Opening Ceremony of the Tokyo International Film Festival 2019 (49014158867).jpg",83673034,https://upload.wikimedia.org/wikipedia/commons/4/47/Narumi_Riko_from_%22Labyrinth_of_Cinema%22_at_Opening_Ceremony_of_the_Tokyo_International_Film_Festival_2019_%2849014158867%29.jpg,34HEO7RUHL52P08EN1NOSCQW8N9AR7,A1V71EGLO0Q561,A28RRYZ732VZIG,A3ATSR1NVX851J,Submitted,Submitted,Submitted,{'People'},{'People'},"{'Events', 'People'}","{'People', 'Society'}","{'People', 'Society'}","{'Events', 'People', 'Society'}","{'People', 'Society'}"
68-4062-1 (ATED).jpg,5790461,https://upload.wikimedia.org/wikipedia/commons/b/b0/68-4062-1_%28ATED%29.jpg,34HEO7RUHL52P08EN1NOSCQW8N9AR7,A1V71EGLO0Q561,A28RRYZ732VZIG,A3ATSR1NVX851J,Submitted,Submitted,Submitted,{'People'},"{'People', 'History'}","{'People', 'History'}","{'People', 'Society'}","{'Culture', 'People', 'History', 'Society'}","{'Culture', 'People', 'History', 'Society'}","{'Culture', 'People', 'History', 'Society'}"
EPSP synthase.PNG,17830345,https://upload.wikimedia.org/wikipedia/commons/3/37/EPSP_synthase.PNG,34HEO7RUHL52P08EN1NOSCQW8N9AR7,A1V71EGLO0Q561,A28RRYZ732VZIG,A3ATSR1NVX851J,Submitted,Submitted,Submitted,{'Maps & Flags'},{'Maps & Flags'},"{'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}"
Anastasiia Kozhenkova cropped.jpg,22429587,https://upload.wikimedia.org/wikipedia/commons/b/b6/Anastasiia_Kozhenkova_cropped.jpg,34HEO7RUHL52P08EN1NOSCQW8N9AR7,A1V71EGLO0Q561,A28RRYZ732VZIG,A3ATSR1NVX851J,Submitted,Submitted,Submitted,{'Places'},"{'Sports', 'People'}","{'Sports', 'People'}",{'Places'},"{'Sports', 'People', 'Society'}","{'Sports', 'People', 'Society'}","{'Sports', 'People', 'Society'}"
Felix Danner 01.jpg,6851215,https://upload.wikimedia.org/wikipedia/commons/e/e4/Felix_Danner_01.jpg,34HEO7RUHL52P08EN1NOSCQW8N9AR7,A1V71EGLO0Q561,A28RRYZ732VZIG,A3ATSR1NVX851J,Submitted,Submitted,Submitted,{'Sports'},"{'Sports', 'People'}","{'Sports', 'People'}","{'Sports', 'Society'}","{'Sports', 'People', 'Society'}","{'Sports', 'People', 'Society'}","{'Sports', 'People', 'Society'}"
7x-torus.svg,2455283,https://upload.wikimedia.org/wikipedia/commons/c/c4/7x-torus.svg,34HEO7RUHL52P08EN1NOSCQW8N9AR7,A1V71EGLO0Q561,A28RRYZ732VZIG,A3ATSR1NVX851J,Submitted,Submitted,Submitted,{'Logos & Symbols'},{'Art'},{'Logos & Symbols'},{'Logos & Symbols'},"{'Art', 'Culture'}",{'Logos & Symbols'},{'Logos & Symbols'}
Dr Fawzia Fahim and Salah.jpg,59804836,https://upload.wikimedia.org/wikipedia/commons/5/53/Dr_Fawzia_Fahim_and_Salah.jpg,3538U0YQ2U552P4KNR8KOFY7ZP6F3L,A2G43KS55YGYQE,A2MTOSH583K270,A2TFD1B2ICPA4,Submitted,Submitted,Submitted,{'People'},{'History'},"{'People', 'None', 'Places'}","{'People', 'Society'}","{'Culture', 'History'}","{'People', 'Places', 'Society'}","{'People', 'Society'}"
Laura Ferrarese.png,53608096,https://upload.wikimedia.org/wikipedia/commons/e/ea/Laura_Ferrarese.png,3538U0YQ2U552P4KNR8KOFY7ZP6F3L,A2G43KS55YGYQE,A2MTOSH583K270,A2TFD1B2ICPA4,Submitted,Submitted,Submitted,"{'People', 'Diagrams'}",{'People'},"{'People', 'None'}","{'STEM', 'Society', 'Diagrams', 'People'}","{'People', 'Society'}","{'People', 'Society'}","{'People', 'Society'}"
Malta - Floriana - Triq Sarria - Independence Monument 03 ies.jpg,32816922,https://upload.wikimedia.org/wikipedia/commons/e/ee/Malta_-_Floriana_-_Triq_Sarria_-_Independence_Monument_03_ies.jpg,3538U0YQ2U552P4KNR8KOFY7ZP6F3L,A2G43KS55YGYQE,A2MTOSH583K270,A2TFD1B2ICPA4,Submitted,Submitted,Submitted,"{'Art', 'Monuments & Memorials', 'History', 'Architecture'}",{'Monuments & Memorials'},"{'Architecture', 'Events', 'Logos & Symbols', 'Literature', 'Monuments & Memorials', 'History', 'Technology & Engineering'}","{'Art', 'Culture', 'Architecture', 'Monuments & Memorials', 'History', 'Places'}","{'Monuments & Memorials', 'Places'}","{'Culture', 'Architecture', 'Society', 'Events', 'STEM', 'Technology & Engineering', 'Logos & Symbols', 'Literature', 'Monuments & Memorials', 'History', 'Places'}","{'Culture', 'Architecture', 'Monuments & Memorials', 'History', 'Places'}"
"Arithmometre, designed by Charles Xavier Thomas, c. 1820, for the four rules of arithmetic, manufactured 1866-1870 AD, TM10901 - Tekniska museet - Stockholm, Sweden - DSC01567.JPG",42412925,https://upload.wikimedia.org/wikipedia/commons/f/f8/Arithmometre%2C_designed_by_Charles_Xavier_Thomas%2C_c._1820%2C_for_the_four_rules_of_arithmetic%2C_manufactured_1866-1870_AD%2C_TM10901_-_Tekniska_museet_-_Stockholm%2C_Sweden_-_DSC01567.JPG,3538U0YQ2U552P4KNR8KOFY7ZP6F3L,A2G43KS55YGYQE,A2MTOSH583K270,A2TFD1B2ICPA4,Submitted,Submitted,Submitted,{'Music'},{'Music'},"{'None', 'Mathematics'}","{'Culture', 'Music'}","{'Culture', 'Music'}","{'STEM', 'Mathematics'}","{'Culture', 'Music'}"
StBuryan Sundial.jpg,3698368,https://upload.wikimedia.org/wikipedia/commons/6/66/StBuryan_Sundial.jpg,3538U0YQ2U552P4KNR8KOFY7ZP6F3L,A2G43KS55YGYQE,A2MTOSH583K270,A2TFD1B2ICPA4,Submitted,Submitted,Submitted,"{'Art', 'Monuments & Memorials', 'History', 'Architecture'}",{'History'},"{'Art', 'Architecture', 'Places', 'Events', 'Logos & Symbols', 'Monuments & Memorials', 'History', 'Diagrams'}","{'Art', 'Culture', 'Architecture', 'Monuments & Memorials', 'History', 'Places'}","{'Culture', 'History'}","{'Art', 'Culture', 'Architecture', 'Society', 'Events', 'STEM', 'Logos & Symbols', 'Monuments & Memorials', 'History', 'Diagrams', 'Places'}","{'Art', 'Culture', 'Architecture', 'Monuments & Memorials', 'History', 'Places'}"
Planetoid 90377 sedna animation location.gif,69605,https://upload.wikimedia.org/wikipedia/commons/2/21/Planetoid_90377_sedna_animation_location.gif,3538U0YQ2U552P4KNR8KOFY7ZP6F3L,A2G43KS55YGYQE,A2MTOSH583K270,A2TFD1B2ICPA4,Submitted,Submitted,Submitted,"{'Space', 'Diagrams'}",{'Space'},"{'None', 'Space', 'History', 'Geology & Fossils', 'Diagrams'}","{'STEM', 'Space', 'Diagrams'}","{'STEM', 'Space'}","{'Culture', 'STEM', 'Space', 'History', 'Geology & Fossils', 'Diagrams'}","{'STEM', 'Space', 'Diagrams'}"
Cycloadditions of boroles.png,83580383,https://upload.wikimedia.org/wikipedia/commons/d/d2/Cycloadditions_of_boroles.png,3538U0YQ2U552P4KNR8KOFY7ZP6F3L,A2G43KS55YGYQE,A2MTOSH583K270,A2TFD1B2ICPA4,Submitted,Submitted,Submitted,"{'Chemistry', 'Diagrams'}",{'Chemistry'},"{'Chemistry', 'None', 'Diagrams'}","{'Chemistry', 'STEM', 'Diagrams'}","{'Chemistry', 'STEM'}","{'Chemistry', 'STEM', 'Diagrams'}","{'Chemistry', 'STEM', 'Diagrams'}"
Visualization demonstrating survival of the flattest.gif,32274990,https://upload.wikimedia.org/wikipedia/commons/0/06/Visualization_demonstrating_survival_of_the_flattest.gif,3538U0YQ2U552P4KNR8KOFY7ZP6F3L,A2G43KS55YGYQE,A2MTOSH583K270,A2TFD1B2ICPA4,Submitted,Submitted,Submitted,"{'Medicine & Health', 'Mathematics', 'Diagrams'}",{'Diagrams'},"{'Art', 'Places', 'Maps & Flags', 'Logos & Symbols', 'Space', 'Plants', 'Animals', 'Geology & Fossils', 'Diagrams'}","{'Medicine & Health', 'STEM', 'Mathematics', 'Diagrams'}","{'STEM', 'Diagrams'}","{'Art', 'Culture', 'Places', 'Maps & Flags', 'STEM', 'Logos & Symbols', 'Space', 'Plants', 'Animals', 'Nature', 'Geology & Fossils', 'Diagrams'}","{'STEM', 'Diagrams'}"
"Natasha Kuchiki & Jamie Loper portraying the roles of ""Jasmine & Aladdin"".jpg",19616063,https://upload.wikimedia.org/wikipedia/commons/3/37/Natasha_Kuchiki_%26_Jamie_Loper_portraying_the_roles_of_%22Jasmine_%26_Aladdin%22.jpg,3538U0YQ2U552P4KNR8KOFY7ZP6F3L,A2G43KS55YGYQE,A2MTOSH583K270,A2TFD1B2ICPA4,Submitted,Submitted,Submitted,"{'Art', 'People', 'Music'}",{'Music'},"{'Art', 'Sports', 'People', 'None'}","{'Art', 'Culture', 'Music', 'Society', 'People'}","{'Culture', 'Music'}","{'Art', 'Culture', 'Society', 'Sports', 'People'}","{'Art', 'Culture', 'Music', 'Society', 'People'}"
Silverdale War Memorial.jpg,90932216,https://upload.wikimedia.org/wikipedia/commons/b/b0/Silverdale_War_Memorial.jpg,3538U0YQ2U552P4KNR8KOFY7ZP6F3L,A2G43KS55YGYQE,A2MTOSH583K270,A2TFD1B2ICPA4,Submitted,Submitted,Submitted,{'Places'},{'Places'},"{'Events', 'Monuments & Memorials', 'Logos & Symbols', 'History'}",{'Places'},{'Places'},"{'Culture', 'Society', 'Events', 'Logos & Symbols', 'Monuments & Memorials', 'History', 'Places'}",{'Places'}
Aimeric de Pegulhan.jpg,8076421,https://upload.wikimedia.org/wikipedia/commons/4/49/Aimeric_de_Pegulhan.jpg,375VMB7D5YUNU887HOKH4LXB6UNIDD,A1FSCGOSAVO1A4,A61DZEEWUD0LN,AR8TKT64OK15J,Submitted,Submitted,Submitted,{'Art'},{'Art'},"{'Logos & Symbols', 'History'}","{'Art', 'Culture'}","{'Art', 'Culture'}","{'Culture', 'Logos & Symbols', 'History'}","{'Art', 'Culture'}"
All-female Crew Flies in Honor of Women's History Month DVIDS260087.jpg,38712587,https://upload.wikimedia.org/wikipedia/commons/4/46/All-female_Crew_Flies_in_Honor_of_Women%27s_History_Month_DVIDS260087.jpg,375VMB7D5YUNU887HOKH4LXB6UNIDD,A1FSCGOSAVO1A4,A61DZEEWUD0LN,AR8TKT64OK15J,Submitted,Submitted,Submitted,{'None'},{'People'},{'People'},set(),"{'People', 'Society'}","{'People', 'Society'}","{'People', 'Society'}"
The Damsel Warns Sir Balin.png,69799213,https://upload.wikimedia.org/wikipedia/commons/1/11/The_Damsel_Warns_Sir_Balin.png,375VMB7D5YUNU887HOKH4LXB6UNIDD,A1FSCGOSAVO1A4,A61DZEEWUD0LN,AR8TKT64OK15J,Submitted,Submitted,Submitted,"{'Art', 'History'}",{'History'},{'History'},"{'Art', 'Culture', 'History'}","{'Culture', 'History'}","{'Culture', 'History'}","{'Culture', 'History'}"
Philibert tsiranana - Yitzhak Ben-Zvi 1961.jpg,24598618,https://upload.wikimedia.org/wikipedia/commons/d/d3/Philibert_tsiranana_-_Yitzhak_Ben-Zvi_1961.jpg,375VMB7D5YUNU887HOKH4LXB6UNIDD,A1FSCGOSAVO1A4,A61DZEEWUD0LN,AR8TKT64OK15J,Submitted,Submitted,Submitted,{'Events'},{'People'},{'People'},"{'Events', 'Society'}","{'People', 'Society'}","{'People', 'Society'}","{'People', 'Society'}"
Green Point Observatory from East.JPG,33945239,https://upload.wikimedia.org/wikipedia/commons/8/85/Green_Point_Observatory_from_East.JPG,375VMB7D5YUNU887HOKH4LXB6UNIDD,A1FSCGOSAVO1A4,A61DZEEWUD0LN,AR8TKT64OK15J,Submitted,Submitted,Submitted,{'Plants'},{'Plants'},{'Plants'},"{'STEM', 'Nature', 'Plants'}","{'STEM', 'Nature', 'Plants'}","{'STEM', 'Nature', 'Plants'}","{'STEM', 'Nature', 'Plants'}"
Explicit method-stencil.svg,4316615,https://upload.wikimedia.org/wikipedia/commons/c/c2/Explicit_method-stencil.svg,375VMB7D5YUNU887HOKH4LXB6UNIDD,A1FSCGOSAVO1A4,A61DZEEWUD0LN,AR8TKT64OK15J,Submitted,Submitted,Submitted,{'Diagrams'},{'Diagrams'},{'Diagrams'},"{'STEM', 'Diagrams'}","{'STEM', 'Diagrams'}","{'STEM', 'Diagrams'}","{'STEM', 'Diagrams'}"
US64-US276-NC280.jpg,33891098,https://upload.wikimedia.org/wikipedia/commons/e/e9/US64-US276-NC280.jpg,375VMB7D5YUNU887HOKH4LXB6UNIDD,A1FSCGOSAVO1A4,A61DZEEWUD0LN,AR8TKT64OK15J,Submitted,Submitted,Submitted,{'Transportation'},{'Logos & Symbols'},{'Logos & Symbols'},"{'Transportation', 'Society'}",{'Logos & Symbols'},{'Logos & Symbols'},{'Logos & Symbols'}
Sudharmono and Try Sutrisno.jpg,7905571,https://upload.wikimedia.org/wikipedia/commons/b/b1/Sudharmono_and_Try_Sutrisno.jpg,375VMB7D5YUNU887HOKH4LXB6UNIDD,A1FSCGOSAVO1A4,A61DZEEWUD0LN,AR8TKT64OK15J,Submitted,Submitted,Submitted,{'Events'},{'People'},{'People'},"{'Events', 'Society'}","{'People', 'Society'}","{'People', 'Society'}","{'People', 'Society'}"
Galt-aureus-promo-pic.jpg,9380434,https://upload.wikimedia.org/wikipedia/commons/e/ea/Galt-aureus-promo-pic.jpg,375VMB7D5YUNU887HOKH4LXB6UNIDD,A1FSCGOSAVO1A4,A61DZEEWUD0LN,AR8TKT64OK15J,Submitted,Submitted,Submitted,"{'Events', 'Music'}",{'Music'},{'Music'},"{'Events', 'Culture', 'Music', 'Society'}","{'Culture', 'Music'}","{'Culture', 'Music'}","{'Culture', 'Music'}"
USS Edgar F. Coney (SP-346).jpg,16961401,https://upload.wikimedia.org/wikipedia/commons/a/a3/USS_Edgar_F._Coney_%28SP-346%29.jpg,375VMB7D5YUNU887HOKH4LXB6UNIDD,A1FSCGOSAVO1A4,A61DZEEWUD0LN,AR8TKT64OK15J,Submitted,Submitted,Submitted,{'Places'},{'History'},{'None'},{'Places'},"{'Culture', 'History'}",set(),set()
Kevin Glenn QB SK Roughriders CalgaryStamps.jpg,21670585,https://upload.wikimedia.org/wikipedia/commons/1/19/Kevin_Glenn_QB_SK_Roughriders_CalgaryStamps.jpg,3A3KKYU7QIS8ZXYPJYNZO2TDUJDMW6,A2HWC65YAL6MHK,A32OTBQ9Y8ZJUP,AR8TKT64OK15J,Submitted,Submitted,Submitted,{'Sports'},{'Sports'},{'Sports'},"{'Sports', 'Society'}","{'Sports', 'Society'}","{'Sports', 'Society'}","{'Sports', 'Society'}"
Corbelled ceiling of Newgrange passage tomb.jpg,83269064,https://upload.wikimedia.org/wikipedia/commons/6/68/Corbelled_ceiling_of_Newgrange_passage_tomb.jpg,3A3KKYU7QIS8ZXYPJYNZO2TDUJDMW6,A2HWC65YAL6MHK,A32OTBQ9Y8ZJUP,AR8TKT64OK15J,Submitted,Submitted,Submitted,"{'Monuments & Memorials', 'Geology & Fossils', 'Architecture', 'Places'}",{'Monuments & Memorials'},{'Places'},"{'Architecture', 'STEM', 'Monuments & Memorials', 'Geology & Fossils', 'Places'}","{'Monuments & Memorials', 'Places'}",{'Places'},"{'Monuments & Memorials', 'Places'}"
