title,id,url,HITId,WorkerId0,WorkerId1,WorkerId2,AssignmentStatus0,AssignmentStatus1,AssignmentStatus2,labels0,labels1,labels2,labels_enriched0,labels_enriched1,labels_enriched2,labels_enriched_majority
LSD bridge open.jpg,67011,https://upload.wikimedia.org/wikipedia/commons/6/66/LSD_bridge_open.jpg,335HHSX8DSGNYDXNB62W49WW6B3HD2,A3KP8KFGG6734Q,A6RY5ZEEC3V2X,AKNYT1NTK2UFK,Approved,Approved,Approved,"{'Transportation', 'Landscapes', 'Architecture', 'History', 'Places', 'Technology & Engineering'}",{'Architecture'},"{'Places', 'Landscapes'}","{'Society', 'Technology & Engineering', 'Transportation', 'Landscapes', 'Architecture', 'History', 'Places', 'Culture', 'STEM'}","{'Places', 'Architecture'}","{'Places', 'Landscapes'}","{'Architecture', 'Landscapes', 'Places'}"
Helicina rhodostoma shell.png,9878393,https://upload.wikimedia.org/wikipedia/commons/d/d9/Helicina_rhodostoma_shell.png,335HHSX8DSGNYDXNB62W49WW6B3HD2,A3KP8KFGG6734Q,A6RY5ZEEC3V2X,AKNYT1NTK2UFK,Approved,Approved,Approved,"{'Animals', 'Places'}",{'Fossils'},{'Animals'},"{'Animals', 'Nature', 'Places', 'STEM'}","{'Nature', 'Fossils', 'STEM'}","{'Animals', 'Nature', 'STEM'}","{'Animals', 'Nature', 'STEM'}"
CCHR.jpg,2399506,https://upload.wikimedia.org/wikipedia/commons/5/58/CCHR.jpg,341YLJU22XA0RYARKZ0082679XT2I7,A2J237J8KM3OCS,A2MTOSH583K270,AZHNR434Q0PCF,Approved,Approved,Approved,{'People'},{'Architecture'},{'Architecture'},"{'Society', 'People'}","{'Places', 'Architecture'}","{'Places', 'Architecture'}","{'Architecture', 'Places'}"
Marktplatz Bayreuth.JPG,1885184,https://upload.wikimedia.org/wikipedia/commons/3/39/Marktplatz_Bayreuth.JPG,341YLJU22XA0RYARKZ0082679XT2I7,A2J237J8KM3OCS,A2MTOSH583K270,AZHNR434Q0PCF,Approved,Approved,Approved,"{'Places', 'Architecture'}",{'Landscapes'},"{'Plants', 'Landscapes'}","{'Places', 'Architecture'}","{'Places', 'Landscapes'}","{'Plants', 'Landscapes', 'Nature', 'Places', 'STEM'}","{'Landscapes', 'Places'}"
Montenegro ethnic map 2003.png,4399660,https://upload.wikimedia.org/wikipedia/commons/7/7f/Montenegro_ethnic_map_2003.png,341YLJU22XA0RYARKZ0082679XT2I7,A2J237J8KM3OCS,A2MTOSH583K270,AZHNR434Q0PCF,Approved,Approved,Approved,"{'Diagrams', 'Maps & Flags'}",{'Maps & Flags'},"{'Diagrams', 'Maps & Flags'}","{'Maps & Flags', 'Places', 'Diagrams', 'STEM'}","{'Places', 'Maps & Flags'}","{'Maps & Flags', 'Places', 'Diagrams', 'STEM'}","{'STEM', 'Places', 'Diagrams', 'Maps & Flags'}"
NYPD Bx 52nd Police Precinct Station House and Stable IMG 2182 HLG.png,61682144,https://upload.wikimedia.org/wikipedia/commons/4/4b/NYPD_Bx_52nd_Police_Precinct_Station_House_and_Stable_IMG_2182_HLG.png,341YLJU22XA0RYARKZ0082679XT2I7,A2J237J8KM3OCS,A2MTOSH583K270,AZHNR434Q0PCF,Approved,Approved,Approved,{'Monuments & Memorials'},{'Belief'},{'Monuments & Memorials'},"{'Places', 'Monuments & Memorials'}","{'Belief', 'Culture'}","{'Places', 'Monuments & Memorials'}","{'Places', 'Monuments & Memorials'}"
The Mount.jpg,66808794,https://upload.wikimedia.org/wikipedia/commons/7/72/The_Mount.jpg,341YLJU22XA0RYARKZ0082679XT2I7,A2J237J8KM3OCS,A2MTOSH583K270,AZHNR434Q0PCF,Approved,Approved,Approved,{'Architecture'},{'Architecture'},"{'Plants', 'Landscapes', 'Architecture'}","{'Places', 'Architecture'}","{'Places', 'Architecture'}","{'Plants', 'Landscapes', 'Architecture', 'Nature', 'Places', 'STEM'}","{'Architecture', 'Places'}"
Androscoggin-River-Paddle-ca2001.jpg,78186751,https://upload.wikimedia.org/wikipedia/commons/4/48/Androscoggin-River-Paddle-ca2001.jpg,341YLJU22XA0RYARKZ0082679XT2I7,A2J237J8KM3OCS,A2MTOSH583K270,AZHNR434Q0PCF,Approved,Approved,Approved,{'Places'},set(),"{'Plants', 'Landscapes', 'Transportation', 'People'}",{'Places'},set(),"{'Plants', 'Society', 'People', 'Transportation', 'Landscapes', 'Nature', 'Places', 'STEM'}",{'Places'}
Riccardo Sogliano.jpg,86908522,https://upload.wikimedia.org/wikipedia/commons/c/c0/Riccardo_Sogliano.jpg,341YLJU22XA0RYARKZ0082679XT2I7,A2J237J8KM3OCS,A2MTOSH583K270,AZHNR434Q0PCF,Approved,Approved,Approved,{'Sports'},{'Sports'},"{'Plants', 'Sports', 'People'}","{'Sports', 'Society'}","{'Sports', 'Society'}","{'Plants', 'Society', 'People', 'Sports', 'Nature', 'STEM'}","{'Sports', 'Society'}"
Xôi ngũ sắc.JPG,3277879,https://upload.wikimedia.org/wikipedia/commons/f/fd/X%C3%B4i_ng%C5%A9_s%E1%BA%AFc.JPG,341YLJU22XA0RYARKZ0082679XT2I7,A2J237J8KM3OCS,A2MTOSH583K270,AZHNR434Q0PCF,Approved,Approved,Approved,{'Art'},{'Food'},{'None'},"{'Art', 'Culture'}","{'Culture', 'Food'}",set(),{'Culture'}
Eucalyptus-20070325-011.jpg,3347815,https://upload.wikimedia.org/wikipedia/commons/8/89/Eucalyptus-20070325-011.jpg,341YLJU22XA0RYARKZ0082679XT2I7,A2J237J8KM3OCS,A2MTOSH583K270,AZHNR434Q0PCF,Approved,Approved,Approved,{'Plants'},{'Plants'},{'Plants'},"{'Plants', 'Nature', 'STEM'}","{'Plants', 'Nature', 'STEM'}","{'Plants', 'Nature', 'STEM'}","{'Plants', 'Nature', 'STEM'}"
"Bridge No 58, Macclesfield Canal.jpg",30291383,https://upload.wikimedia.org/wikipedia/commons/c/c5/Bridge_No_58%2C_Macclesfield_Canal.jpg,341YLJU22XA0RYARKZ0082679XT2I7,A2J237J8KM3OCS,A2MTOSH583K270,AZHNR434Q0PCF,Approved,Approved,Approved,"{'Plants', 'Landscapes', 'Places'}",{'Plants'},"{'Plants', 'Landscapes'}","{'Plants', 'Landscapes', 'Nature', 'Places', 'STEM'}","{'Plants', 'Nature', 'STEM'}","{'Plants', 'Landscapes', 'Nature', 'Places', 'STEM'}","{'Plants', 'Landscapes', 'Nature', 'Places', 'STEM'}"
CHP MPs 'No' campaign in Diyarbakır.jpg,56973258,https://upload.wikimedia.org/wikipedia/commons/e/e3/CHP_MPs_%27No%27_campaign_in_Diyarbak%C4%B1r.jpg,34F34TZU8BAWM9UX2HL0K3L7MCI2JJ,A1OSJTNI18VOKL,A2J4Y484J54JUA,A2X3QCJK0H18T8,Approved,Approved,Approved,{'Politics'},"{'Sports', 'People', 'Events'}","{'Places', 'People', 'Events', 'Maps & Flags'}","{'Society', 'Politics'}","{'Sports', 'Society', 'People', 'Events'}","{'Society', 'People', 'Places', 'Events', 'Maps & Flags'}","{'Society', 'People', 'Events'}"
Jeff's Gourmet's Sallammin Burger.jpg,78432855,https://upload.wikimedia.org/wikipedia/commons/0/0c/Jeff%27s_Gourmet%27s_Sallammin_Burger.jpg,34F34TZU8BAWM9UX2HL0K3L7MCI2JJ,A1OSJTNI18VOKL,A2J4Y484J54JUA,A2X3QCJK0H18T8,Approved,Approved,Approved,{'Food'},{'Food'},{'Food'},"{'Culture', 'Food'}","{'Culture', 'Food'}","{'Culture', 'Food'}","{'Culture', 'Food'}"
American Progress mural 01.jpg,65625194,https://upload.wikimedia.org/wikipedia/commons/c/ca/American_Progress_mural_01.jpg,34F34TZU8BAWM9UX2HL0K3L7MCI2JJ,A1OSJTNI18VOKL,A2J4Y484J54JUA,A2X3QCJK0H18T8,Approved,Approved,Approved,{'Art'},"{'History', 'Monuments & Memorials', 'Events'}","{'History', 'Art', 'Diagrams', 'Monuments & Memorials'}","{'Art', 'Culture'}","{'Society', 'Monuments & Memorials', 'History', 'Places', 'Events', 'Culture'}","{'Art', 'Monuments & Memorials', 'Diagrams', 'History', 'Places', 'Culture', 'STEM'}","{'Art', 'Monuments & Memorials', 'History', 'Places', 'Culture'}"
N2 chart definition.JPG,4854994,https://upload.wikimedia.org/wikipedia/commons/c/c8/N2_chart_definition.JPG,34F34TZU8BAWM9UX2HL0K3L7MCI2JJ,A1OSJTNI18VOKL,A2J4Y484J54JUA,A2X3QCJK0H18T8,Approved,Approved,Approved,{'Mathematics'},{'Diagrams'},{'Diagrams'},"{'Mathematics', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}"
Kammerflimmer Kollektief German Band.jpeg,212170,https://upload.wikimedia.org/wikipedia/commons/e/e6/Kammerflimmer_Kollektief_German_Band.jpeg,34F34TZU8BAWM9UX2HL0K3L7MCI2JJ,A1OSJTNI18VOKL,A2J4Y484J54JUA,A2X3QCJK0H18T8,Approved,Approved,Approved,{'People'},"{'People', 'Events'}","{'Plants', 'People', 'Events'}","{'Society', 'People'}","{'Society', 'People', 'Events'}","{'Plants', 'Society', 'People', 'Nature', 'Events', 'STEM'}","{'Society', 'People', 'Events'}"
St Swallow DSC0359.jpg,51137471,https://upload.wikimedia.org/wikipedia/commons/2/26/St_Swallow_DSC0359.jpg,34F34TZU8BAWM9UX2HL0K3L7MCI2JJ,A1OSJTNI18VOKL,A2J4Y484J54JUA,A2X3QCJK0H18T8,Approved,Approved,Approved,{'None'},"{'Plants', 'Animals'}",{'Animals'},set(),"{'Plants', 'Animals', 'Nature', 'STEM'}","{'Animals', 'Nature', 'STEM'}","{'Animals', 'Nature', 'STEM'}"
Cronstedtite Pisani.jpg,13936655,https://upload.wikimedia.org/wikipedia/commons/f/fa/Cronstedtite_Pisani.jpg,34F34TZU8BAWM9UX2HL0K3L7MCI2JJ,A1OSJTNI18VOKL,A2J4Y484J54JUA,A2X3QCJK0H18T8,Approved,Approved,Approved,{'Chemistry'},{'Geology'},{'Geology'},"{'Chemistry', 'STEM'}","{'Geology', 'STEM'}","{'Geology', 'STEM'}","{'Geology', 'STEM'}"
David O. Dodd Memorial.JPG,41369068,https://upload.wikimedia.org/wikipedia/commons/8/85/David_O._Dodd_Memorial.JPG,34F34TZU8BAWM9UX2HL0K3L7MCI2JJ,A1OSJTNI18VOKL,A2J4Y484J54JUA,A2X3QCJK0H18T8,Approved,Approved,Approved,{'Belief'},"{'History', 'Monuments & Memorials', 'Events'}","{'Architecture', 'Monuments & Memorials'}","{'Belief', 'Culture'}","{'Society', 'Monuments & Memorials', 'History', 'Places', 'Events', 'Culture'}","{'Places', 'Architecture', 'Monuments & Memorials'}","{'Places', 'Culture', 'Monuments & Memorials'}"
Clarendon Street Church.jpg,79886696,https://upload.wikimedia.org/wikipedia/commons/4/46/Clarendon_Street_Church.jpg,34F34TZU8BAWM9UX2HL0K3L7MCI2JJ,A1OSJTNI18VOKL,A2J4Y484J54JUA,A2X3QCJK0H18T8,Approved,Approved,Approved,{'Art'},"{'History', 'Monuments & Memorials', 'Events'}","{'Belief', 'Places'}","{'Art', 'Culture'}","{'Society', 'Monuments & Memorials', 'History', 'Places', 'Events', 'Culture'}","{'Places', 'Belief', 'Culture'}","{'Places', 'Culture'}"
"MA-9 Faith 7 Space Center Houston, Houston, TX.JPG",18186615,https://upload.wikimedia.org/wikipedia/commons/e/ed/MA-9_Faith_7_Space_Center_Houston%2C_Houston%2C_TX.JPG,34F34TZU8BAWM9UX2HL0K3L7MCI2JJ,A1OSJTNI18VOKL,A2J4Y484J54JUA,A2X3QCJK0H18T8,Approved,Approved,Approved,{'Space'},"{'Landscapes', 'Chemistry'}","{'Technology & Engineering', 'Space'}","{'Space', 'STEM'}","{'Places', 'Landscapes', 'Chemistry', 'STEM'}","{'Technology & Engineering', 'Space', 'STEM'}","{'Space', 'STEM'}"
Dinabandhu Mitra (1830-1873).jpg,55090801,https://upload.wikimedia.org/wikipedia/commons/f/f8/Dinabandhu_Mitra_%281830-1873%29.jpg,3566S7OX6SUWDTBZI4WPCU6T3B4710,A1I7H6RDJS4EKN,A2MTOSH583K270,AZ69TBTDH7AZS,Approved,Approved,Approved,"{'None', 'History', 'People'}",{'People'},{'People'},"{'Society', 'People', 'History', 'Culture'}","{'Society', 'People'}","{'Society', 'People'}","{'Society', 'People'}"
"2019-01-25 20 08 29 An unopened cup of Jell-O chocolate pudding in the Franklin Farm section of Oak Hill, Fairfax County, Virginia.jpg",77249491,https://upload.wikimedia.org/wikipedia/commons/4/45/2019-01-25_20_08_29_An_unopened_cup_of_Jell-O_chocolate_pudding_in_the_Franklin_Farm_section_of_Oak_Hill%2C_Fairfax_County%2C_Virginia.jpg,3566S7OX6SUWDTBZI4WPCU6T3B4710,A1I7H6RDJS4EKN,A2MTOSH583K270,AZ69TBTDH7AZS,Approved,Approved,Approved,"{'None', 'Food'}",{'Food'},{'Food'},"{'Culture', 'Food'}","{'Culture', 'Food'}","{'Culture', 'Food'}","{'Culture', 'Food'}"
Tarsophlebia eximia MCZ6129 head.png,20888156,https://upload.wikimedia.org/wikipedia/commons/f/f2/Tarsophlebia_eximia_MCZ6129_head.png,3566S7OX6SUWDTBZI4WPCU6T3B4710,A1I7H6RDJS4EKN,A2MTOSH583K270,AZ69TBTDH7AZS,Approved,Approved,Approved,"{'None', 'Art'}","{'Art', 'Diagrams'}",{'Diagrams'},"{'Art', 'Culture'}","{'Art', 'Culture', 'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Art', 'Culture', 'Diagrams', 'STEM'}"
Onkel Dannys Plads 01.jpg,62016238,https://upload.wikimedia.org/wikipedia/commons/e/e1/Onkel_Dannys_Plads_01.jpg,3566S7OX6SUWDTBZI4WPCU6T3B4710,A1I7H6RDJS4EKN,A2MTOSH583K270,AZ69TBTDH7AZS,Approved,Approved,Approved,"{'None', 'Architecture'}","{'Places', 'People'}","{'Places', 'Architecture'}","{'Places', 'Architecture'}","{'Places', 'Society', 'People'}","{'Places', 'Architecture'}","{'Architecture', 'Places'}"
Steve Saint.jpg,9892789,https://upload.wikimedia.org/wikipedia/commons/0/01/Steve_Saint.jpg,3566S7OX6SUWDTBZI4WPCU6T3B4710,A1I7H6RDJS4EKN,A2MTOSH583K270,AZ69TBTDH7AZS,Approved,Approved,Approved,"{'None', 'People'}",{'People'},"{'Technology & Engineering', 'People'}","{'Society', 'People'}","{'Society', 'People'}","{'Society', 'Technology & Engineering', 'People', 'STEM'}","{'Society', 'People'}"
Medicine aryballos Louvre CA1989-2183 n2.jpg,3727180,https://upload.wikimedia.org/wikipedia/commons/6/6c/Medicine_aryballos_Louvre_CA1989-2183_n2.jpg,3566S7OX6SUWDTBZI4WPCU6T3B4710,A1I7H6RDJS4EKN,A2MTOSH583K270,AZ69TBTDH7AZS,Approved,Approved,Approved,"{'Art', 'People', 'Medicine & Health', 'None', 'History'}","{'Art', 'Monuments & Memorials', 'Architecture', 'History', 'Literature'}","{'History', 'Art'}","{'Society', 'Art', 'People', 'Medicine & Health', 'History', 'Culture', 'STEM'}","{'Art', 'Monuments & Memorials', 'Architecture', 'History', 'Places', 'Culture', 'Literature'}","{'History', 'Art', 'Culture'}","{'History', 'Art', 'Culture'}"
Musrestaurangen i Malmö.jpg,54429779,https://upload.wikimedia.org/wikipedia/commons/d/df/Musrestaurangen_i_Malm%C3%B6.jpg,3566S7OX6SUWDTBZI4WPCU6T3B4710,A1I7H6RDJS4EKN,A2MTOSH583K270,AZ69TBTDH7AZS,Approved,Approved,Approved,"{'None', 'Architecture', 'Food'}",{'Food'},{'Places'},"{'Architecture', 'Places', 'Culture', 'Food'}","{'Culture', 'Food'}",{'Places'},"{'Places', 'Culture', 'Food'}"
Dorian Goldfeld.jpg,18077719,https://upload.wikimedia.org/wikipedia/commons/b/ba/Dorian_Goldfeld.jpg,3566S7OX6SUWDTBZI4WPCU6T3B4710,A1I7H6RDJS4EKN,A2MTOSH583K270,AZ69TBTDH7AZS,Approved,Approved,Approved,"{'None', 'Architecture', 'People'}",{'People'},{'People'},"{'Society', 'People', 'Architecture', 'Places'}","{'Society', 'People'}","{'Society', 'People'}","{'Society', 'People'}"
Van-Veldeke-Denkmal.jpg,186299,https://upload.wikimedia.org/wikipedia/commons/9/91/Van-Veldeke-Denkmal.jpg,3566S7OX6SUWDTBZI4WPCU6T3B4710,A1I7H6RDJS4EKN,A2MTOSH583K270,AZ69TBTDH7AZS,Approved,Approved,Approved,"{'Plants', 'Art', 'People', 'Monuments & Memorials', 'None', 'History'}","{'History', 'Architecture', 'Monuments & Memorials'}","{'History', 'Art'}","{'Plants', 'Society', 'Art', 'Monuments & Memorials', 'People', 'History', 'Nature', 'Places', 'Culture', 'STEM'}","{'Monuments & Memorials', 'Architecture', 'History', 'Places', 'Culture'}","{'History', 'Art', 'Culture'}","{'Art', 'Monuments & Memorials', 'History', 'Places', 'Culture'}"
Evstafiev-chechnya-women-pray.jpg,343759,https://upload.wikimedia.org/wikipedia/commons/e/e6/Evstafiev-chechnya-women-pray.jpg,3566S7OX6SUWDTBZI4WPCU6T3B4710,A1I7H6RDJS4EKN,A2MTOSH583K270,AZ69TBTDH7AZS,Approved,Approved,Approved,"{'None', 'Belief', 'People'}","{'Belief', 'People'}",{'People'},"{'Society', 'People', 'Belief', 'Culture'}","{'Society', 'Belief', 'Culture', 'People'}","{'Society', 'People'}","{'Society', 'Belief', 'People', 'Culture'}"
RAF Metheringham Memorial Garden.jpg,7339198,https://upload.wikimedia.org/wikipedia/commons/b/bd/RAF_Metheringham_Memorial_Garden.jpg,36JW4WBR1LVKWXBJ2CXMS9ZHIOJHFD,A143XRCI1YXAFE,A61DZEEWUD0LN,AZHNR434Q0PCF,Approved,Approved,Approved,{'Architecture'},{'Plants'},"{'Plants', 'Landscapes'}","{'Places', 'Architecture'}","{'Plants', 'Nature', 'STEM'}","{'Plants', 'Landscapes', 'Nature', 'Places', 'STEM'}","{'Plants', 'Nature', 'Places', 'STEM'}"
Dampierre production.PNG,6641263,https://upload.wikimedia.org/wikipedia/commons/8/85/Dampierre_production.PNG,36JW4WBR1LVKWXBJ2CXMS9ZHIOJHFD,A143XRCI1YXAFE,A61DZEEWUD0LN,AZHNR434Q0PCF,Approved,Approved,Approved,{'Diagrams'},{'Diagrams'},{'Diagrams'},"{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}"
Order of the Knights of Rizal NHCP Historical Marker.jpg,69905569,https://upload.wikimedia.org/wikipedia/commons/a/a8/Order_of_the_Knights_of_Rizal_NHCP_Historical_Marker.jpg,36JW4WBR1LVKWXBJ2CXMS9ZHIOJHFD,A143XRCI1YXAFE,A61DZEEWUD0LN,AZHNR434Q0PCF,Approved,Approved,Approved,{'Monuments & Memorials'},{'Literature'},"{'Logos & Symbols', 'Monuments & Memorials'}","{'Places', 'Monuments & Memorials'}","{'Culture', 'Literature'}","{'Logos & Symbols', 'Monuments & Memorials', 'Places'}","{'Places', 'Monuments & Memorials'}"
Kumasi.png,19457615,https://upload.wikimedia.org/wikipedia/commons/f/fa/Kumasi.png,36JW4WBR1LVKWXBJ2CXMS9ZHIOJHFD,A143XRCI1YXAFE,A61DZEEWUD0LN,AZHNR434Q0PCF,Approved,Approved,Approved,{'Architecture'},{'Belief'},"{'Plants', 'History', 'Architecture'}","{'Places', 'Architecture'}","{'Belief', 'Culture'}","{'Plants', 'Architecture', 'History', 'Nature', 'Places', 'Culture', 'STEM'}","{'Architecture', 'Places', 'Culture'}"
Prinsenkasteel (3).jpg,11082719,https://upload.wikimedia.org/wikipedia/commons/8/8d/Prinsenkasteel_%283%29.jpg,36JW4WBR1LVKWXBJ2CXMS9ZHIOJHFD,A143XRCI1YXAFE,A61DZEEWUD0LN,AZHNR434Q0PCF,Approved,Approved,Approved,"{'Landscapes', 'Architecture', 'Monuments & Memorials'}",{'Belief'},"{'Plants', 'Landscapes', 'Architecture'}","{'Places', 'Landscapes', 'Architecture', 'Monuments & Memorials'}","{'Belief', 'Culture'}","{'Plants', 'Landscapes', 'Architecture', 'Nature', 'Places', 'STEM'}","{'Architecture', 'Landscapes', 'Places'}"
Stone Arch Bridge Wapsipincon State Park.jpg,60388242,https://upload.wikimedia.org/wikipedia/commons/f/ff/Stone_Arch_Bridge_Wapsipincon_State_Park.jpg,36JW4WBR1LVKWXBJ2CXMS9ZHIOJHFD,A143XRCI1YXAFE,A61DZEEWUD0LN,AZHNR434Q0PCF,Approved,Approved,Approved,"{'Landscapes', 'Architecture'}",{'Plants'},"{'Plants', 'Landscapes'}","{'Places', 'Landscapes', 'Architecture'}","{'Plants', 'Nature', 'STEM'}","{'Plants', 'Landscapes', 'Nature', 'Places', 'STEM'}","{'Plants', 'Landscapes', 'Nature', 'Places', 'STEM'}"
David Rabinowitz.jpg,2269420,https://upload.wikimedia.org/wikipedia/commons/3/3b/David_Rabinowitz.jpg,36JW4WBR1LVKWXBJ2CXMS9ZHIOJHFD,A143XRCI1YXAFE,A61DZEEWUD0LN,AZHNR434Q0PCF,Approved,Approved,Approved,"{'Plants', 'Technology & Engineering'}",{'People'},"{'Technology & Engineering', 'People'}","{'Plants', 'Nature', 'Technology & Engineering', 'STEM'}","{'Society', 'People'}","{'Society', 'Technology & Engineering', 'People', 'STEM'}","{'Society', 'Technology & Engineering', 'People', 'STEM'}"
Nehemiah Hobart poem 1712.jpg,9759163,https://upload.wikimedia.org/wikipedia/commons/1/15/Nehemiah_Hobart_poem_1712.jpg,36JW4WBR1LVKWXBJ2CXMS9ZHIOJHFD,A143XRCI1YXAFE,A61DZEEWUD0LN,AZHNR434Q0PCF,Approved,Approved,Approved,{'Literature'},{'Literature'},"{'History', 'Belief', 'Literature'}","{'Culture', 'Literature'}","{'Culture', 'Literature'}","{'History', 'Belief', 'Culture', 'Literature'}","{'Culture', 'Literature'}"
"Roberto Córdova, Sebastián Piñera y Julio Ibarra junto a cheerleaders del CPS.jpg",29611785,https://upload.wikimedia.org/wikipedia/commons/1/15/Roberto_C%C3%B3rdova%2C_Sebasti%C3%A1n_Pi%C3%B1era_y_Julio_Ibarra_junto_a_cheerleaders_del_CPS.jpg,36JW4WBR1LVKWXBJ2CXMS9ZHIOJHFD,A143XRCI1YXAFE,A61DZEEWUD0LN,AZHNR434Q0PCF,Approved,Approved,Approved,"{'Sports', 'People'}",{'Events'},"{'People', 'Events'}","{'Sports', 'Society', 'People'}","{'Society', 'Events'}","{'Society', 'People', 'Events'}","{'Society', 'People', 'Events'}"
Pica serica - Hong Kong.jpg,98337,https://upload.wikimedia.org/wikipedia/commons/0/0d/Pica_serica_-_Hong_Kong.jpg,36JW4WBR1LVKWXBJ2CXMS9ZHIOJHFD,A143XRCI1YXAFE,A61DZEEWUD0LN,AZHNR434Q0PCF,Approved,Approved,Approved,{'Animals'},{'Animals'},"{'Plants', 'Animals'}","{'Animals', 'Nature', 'STEM'}","{'Animals', 'Nature', 'STEM'}","{'Plants', 'Animals', 'Nature', 'STEM'}","{'Animals', 'Nature', 'STEM'}"
Sensornode.svg,7444088,https://upload.wikimedia.org/wikipedia/commons/8/8d/Sensornode.svg,36KM3FWE46NW64QHMLSPYPNJYJY70X,A1OSJTNI18VOKL,A3LNJ12VR8U4HJ,AZHNR434Q0PCF,Approved,Approved,Approved,{'Diagrams'},{'Diagrams'},{'Diagrams'},"{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}"
Tarbosaurus & Saurolophus.jpg,79109839,https://upload.wikimedia.org/wikipedia/commons/8/8e/Tarbosaurus_%26_Saurolophus.jpg,36KM3FWE46NW64QHMLSPYPNJYJY70X,A1OSJTNI18VOKL,A3LNJ12VR8U4HJ,AZHNR434Q0PCF,Approved,Approved,Approved,{'Fossils'},{'Fossils'},{'Fossils'},"{'Nature', 'Fossils', 'STEM'}","{'Nature', 'Fossils', 'STEM'}","{'Nature', 'Fossils', 'STEM'}","{'Nature', 'Fossils', 'STEM'}"
Equilibrium refinements.svg,5639793,https://upload.wikimedia.org/wikipedia/commons/a/a7/Equilibrium_refinements.svg,36KM3FWE46NW64QHMLSPYPNJYJY70X,A1OSJTNI18VOKL,A3LNJ12VR8U4HJ,AZHNR434Q0PCF,Approved,Approved,Approved,"{'Chemistry', 'Diagrams'}",{'Diagrams'},{'Diagrams'},"{'Chemistry', 'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}","{'Diagrams', 'STEM'}"
Leptobrachium bompu.jpeg,26056680,https://upload.wikimedia.org/wikipedia/commons/4/41/Leptobrachium_bompu.jpeg,36KM3FWE46NW64QHMLSPYPNJYJY70X,A1OSJTNI18VOKL,A3LNJ12VR8U4HJ,AZHNR434Q0PCF,Approved,Approved,Approved,{'Animals'},{'Animals'},{'Animals'},"{'Animals', 'Nature', 'STEM'}","{'Animals', 'Nature', 'STEM'}","{'Animals', 'Nature', 'STEM'}","{'Animals', 'Nature', 'STEM'}"
Early medieval silver hooked tag (FindID 468363).jpg,55437863,https://upload.wikimedia.org/wikipedia/commons/b/b5/Early_medieval_silver_hooked_tag_%28FindID_468363%29.jpg,36KM3FWE46NW64QHMLSPYPNJYJY70X,A1OSJTNI18VOKL,A3LNJ12VR8U4HJ,AZHNR434Q0PCF,Approved,Approved,Approved,{'History'},{'History'},{'History'},"{'History', 'Culture'}","{'History', 'Culture'}","{'History', 'Culture'}","{'History', 'Culture'}"
Fire of 1795 (Gammel Strand).jpg,15656065,https://upload.wikimedia.org/wikipedia/commons/5/5c/Fire_of_1795_%28Gammel_Strand%29.jpg,36KM3FWE46NW64QHMLSPYPNJYJY70X,A1OSJTNI18VOKL,A3LNJ12VR8U4HJ,AZHNR434Q0PCF,Approved,Approved,Approved,{'History'},{'Art'},{'Art'},"{'History', 'Culture'}","{'Art', 'Culture'}","{'Art', 'Culture'}","{'Art', 'Culture'}"
IMessage logo (Apple Inc.).png,44716073,https://upload.wikimedia.org/wikipedia/commons/5/56/IMessage_logo_%28Apple_Inc.%29.png,36KM3FWE46NW64QHMLSPYPNJYJY70X,A1OSJTNI18VOKL,A3LNJ12VR8U4HJ,AZHNR434Q0PCF,Approved,Approved,Approved,{'None'},{'Logos & Symbols'},{'Logos & Symbols'},set(),{'Logos & Symbols'},{'Logos & Symbols'},{'Logos & Symbols'}
Camden County New Jersey Incorporated and Unincorporated areas Pine Valley Highlighted.svg,2971889,https://upload.wikimedia.org/wikipedia/commons/2/20/Camden_County_New_Jersey_Incorporated_and_Unincorporated_areas_Pine_Valley_Highlighted.svg,36KM3FWE46NW64QHMLSPYPNJYJY70X,A1OSJTNI18VOKL,A3LNJ12VR8U4HJ,AZHNR434Q0PCF,Approved,Approved,Approved,{'Maps & Flags'},set(),{'Maps & Flags'},"{'Places', 'Maps & Flags'}",set(),"{'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}"
Eriophyes tilae tilae underside.JPG,6902974,https://upload.wikimedia.org/wikipedia/commons/2/2f/Eriophyes_tilae_tilae_underside.JPG,36KM3FWE46NW64QHMLSPYPNJYJY70X,A1OSJTNI18VOKL,A3LNJ12VR8U4HJ,AZHNR434Q0PCF,Approved,Approved,Approved,{'Plants'},{'Plants'},{'Plants'},"{'Plants', 'Nature', 'STEM'}","{'Plants', 'Nature', 'STEM'}","{'Plants', 'Nature', 'STEM'}","{'Plants', 'Nature', 'STEM'}"
