title,id,url,HITId,WorkerId0,WorkerId1,WorkerId2,labels0,labels1,labels2,labels_enriched0,labels_enriched1,labels_enriched2,labels_enriched_majority
Victoria and Kensington Palace.jpg,2550662,https://upload.wikimedia.org/wikipedia/commons/7/72/Victoria_and_Kensington_Palace.jpg,3DZKABX2ZIQ2U16I0627EZNYUB2CV9,A1400B4SP1PFKC,A2KW26KE43UBRS,A9HQ3E0F2AGVO,"{'Places', 'Architecture'}","{'Monuments & Memorials', 'History'}","{'Monuments & Memorials', 'Architecture'}","{'Places', 'Architecture'}","{'Monuments & Memorials', 'Places', 'History', 'Culture'}","{'Places', 'Architecture', 'Monuments & Memorials'}","{'Places', 'Architecture', 'Monuments & Memorials'}"
Piabucina Erythrinoides.jpg,20365596,https://upload.wikimedia.org/wikipedia/commons/8/8f/Piabucina_Erythrinoides.jpg,3DZKABX2ZIQ2U16I0627EZNYUB2CV9,A1400B4SP1PFKC,A2KW26KE43UBRS,A9HQ3E0F2AGVO,"{'Animals', 'Plants'}",{'Animals'},{'Animals'},"{'Nature', 'Animals', 'Plants', 'STEM'}","{'Nature', 'Animals', 'STEM'}","{'Nature', 'Animals', 'STEM'}","{'Nature', 'Animals', 'STEM'}"
"Oswestry, St Oswald's.jpg",27047134,https://upload.wikimedia.org/wikipedia/commons/2/27/Oswestry%2C_St_Oswald%27s.jpg,3DZKABX2ZIQ2U16I0627EZNYUB2CV9,A1400B4SP1PFKC,A2KW26KE43UBRS,A9HQ3E0F2AGVO,"{'Monuments & Memorials', 'Architecture', 'History'}","{'Architecture', 'History'}","{'Places', 'Architecture'}","{'Places', 'History', 'Monuments & Memorials', 'Architecture', 'Culture'}","{'Places', 'Architecture', 'History', 'Culture'}","{'Places', 'Architecture'}","{'Places', 'Architecture', 'History', 'Culture'}"
Xu Chu and Ma Chao.JPG,11729855,https://upload.wikimedia.org/wikipedia/commons/c/c9/Xu_Chu_and_Ma_Chao.JPG,3DZKABX2ZIQ2U16I0627EZNYUB2CV9,A1400B4SP1PFKC,A2KW26KE43UBRS,A9HQ3E0F2AGVO,"{'Diagrams', 'Logos & Symbols', 'History', 'Art'}",{'Art'},{'Art'},"{'History', 'STEM', 'Art', 'Logos & Symbols', 'Culture', 'Diagrams'}","{'Culture', 'Art'}","{'Culture', 'Art'}","{'Culture', 'Art'}"
Levante2-0Lega2018.jpg,74975640,https://upload.wikimedia.org/wikipedia/commons/2/24/Levante2-0Lega2018.jpg,3DZKABX2ZIQ2U16I0627EZNYUB2CV9,A1400B4SP1PFKC,A2KW26KE43UBRS,A9HQ3E0F2AGVO,"{'Events', 'Places', 'Sports'}","{'Events', 'Places', 'People', 'Sports'}","{'Places', 'Sports'}","{'Events', 'Places', 'Society', 'Sports'}","{'Places', 'Events', 'People', 'Society', 'Sports'}","{'Places', 'Society', 'Sports'}","{'Places', 'Events', 'Society', 'Sports'}"
AzovSeaCities.png,10672643,https://upload.wikimedia.org/wikipedia/commons/8/87/AzovSeaCities.png,3DZKABX2ZIQ2U16I0627EZNYUB2CV9,A1400B4SP1PFKC,A2KW26KE43UBRS,A9HQ3E0F2AGVO,{'Maps & Flags'},{'Maps & Flags'},{'Maps & Flags'},"{'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}","{'Places', 'Maps & Flags'}"
Беклемишев - Беглый раб (1891).png,76721841,https://upload.wikimedia.org/wikipedia/commons/c/c6/%D0%91%D0%B5%D0%BA%D0%BB%D0%B5%D0%BC%D0%B8%D1%88%D0%B5%D0%B2_-_%D0%91%D0%B5%D0%B3%D0%BB%D1%8B%D0%B9_%D1%80%D0%B0%D0%B1_%281891%29.png,3DZKABX2ZIQ2U16I0627EZNYUB2CV9,A1400B4SP1PFKC,A2KW26KE43UBRS,A9HQ3E0F2AGVO,"{'History', 'Art'}",{'None'},{'Art'},"{'History', 'Culture', 'Art'}",set(),"{'Culture', 'Art'}","{'Art', 'Culture'}"
Sharaku (1794) Ebisu.jpg,55167239,https://upload.wikimedia.org/wikipedia/commons/3/39/Sharaku_%281794%29_Ebisu.jpg,3KTCJ4SCVGMZHB2B6HCWA7LUZLZ1MR,A16NB8MZKTAJYO,A21XTK9Y0QZ8AB,A29GJGXFU9BQQG,"{'Chemistry', 'Politics'}",{'Art'},"{'History', 'Art'}","{'Chemistry', 'Politics', 'Society', 'STEM'}","{'Culture', 'Art'}","{'History', 'Culture', 'Art'}","{'Art', 'Culture'}"
Huo Siyan (Berlinale 2012).jpg,18556976,https://upload.wikimedia.org/wikipedia/commons/d/da/Huo_Siyan_%28Berlinale_2012%29.jpg,3KTCJ4SCVGMZHB2B6HCWA7LUZLZ1MR,A16NB8MZKTAJYO,A21XTK9Y0QZ8AB,A29GJGXFU9BQQG,"{'Events', 'Geology', 'Literature'}",{'People'},{'People'},"{'Events', 'STEM', 'Geology', 'Literature', 'Culture', 'Society'}","{'Society', 'People'}","{'Society', 'People'}","{'People', 'Society'}"
Lily Pads and Lotus Flowers.jpg,40867029,https://upload.wikimedia.org/wikipedia/commons/5/5d/Lily_Pads_and_Lotus_Flowers.jpg,3KTCJ4SCVGMZHB2B6HCWA7LUZLZ1MR,A16NB8MZKTAJYO,A21XTK9Y0QZ8AB,A29GJGXFU9BQQG,"{'Events', 'Space', 'Literature'}",{'Plants'},"{'Landscapes', 'Plants'}","{'Events', 'STEM', 'Society', 'Literature', 'Culture', 'Space'}","{'Nature', 'STEM', 'Plants'}","{'Places', 'Nature', 'STEM', 'Landscapes', 'Plants'}","{'Nature', 'Plants', 'STEM'}"
Lloyd Bryce.jpg,23968354,https://upload.wikimedia.org/wikipedia/commons/9/97/Lloyd_Bryce.jpg,3KTCJ4SCVGMZHB2B6HCWA7LUZLZ1MR,A16NB8MZKTAJYO,A21XTK9Y0QZ8AB,A29GJGXFU9BQQG,"{'Events', 'Music', 'Space', 'Maps & Flags'}",{'People'},"{'History', 'People'}","{'Places', 'Events', 'Maps & Flags', 'Space', 'STEM', 'Culture', 'Society', 'Music'}","{'Society', 'People'}","{'History', 'Society', 'People', 'Culture'}","{'People', 'Society', 'Culture'}"
CityCenterDC - looking west across Gould lot - 2011-08-20.JPG,16293484,https://upload.wikimedia.org/wikipedia/commons/5/53/CityCenterDC_-_looking_west_across_Gould_lot_-_2011-08-20.JPG,3KTCJ4SCVGMZHB2B6HCWA7LUZLZ1MR,A16NB8MZKTAJYO,A21XTK9Y0QZ8AB,A29GJGXFU9BQQG,"{'Space', 'Sports'}",{'Places'},"{'Architecture', 'Transportation'}","{'Society', 'Sports', 'Space', 'STEM'}",{'Places'},"{'Places', 'Architecture', 'Society', 'Transportation'}","{'Places', 'Society'}"
Kelleybarnesdam1949.jpg,8919251,https://upload.wikimedia.org/wikipedia/commons/f/f7/Kelleybarnesdam1949.jpg,3KTCJ4SCVGMZHB2B6HCWA7LUZLZ1MR,A16NB8MZKTAJYO,A21XTK9Y0QZ8AB,A29GJGXFU9BQQG,"{'Geology', 'Politics', 'Music'}",{'Landscapes'},"{'Landscapes', 'Diagrams'}","{'STEM', 'Geology', 'Culture', 'Politics', 'Society', 'Music'}","{'Places', 'Landscapes'}","{'Places', 'Landscapes', 'Diagrams', 'STEM'}","{'Places', 'Landscapes', 'STEM'}"
William Wallace Grout.jpg,19550450,https://upload.wikimedia.org/wikipedia/commons/6/6c/William_Wallace_Grout.jpg,3KTCJ4SCVGMZHB2B6HCWA7LUZLZ1MR,A16NB8MZKTAJYO,A21XTK9Y0QZ8AB,A29GJGXFU9BQQG,"{'Chemistry', 'Politics', 'Space', 'Music'}",{'People'},set(),"{'Chemistry', 'Space', 'STEM', 'Culture', 'Politics', 'Society', 'Music'}","{'Society', 'People'}",set(),{'Society'}
"Colin Campbell Mitchell, sketch by Stephen Dickson.jpg",62527661,https://upload.wikimedia.org/wikipedia/commons/1/1a/Colin_Campbell_Mitchell%2C_sketch_by_Stephen_Dickson.jpg,3KTCJ4SCVGMZHB2B6HCWA7LUZLZ1MR,A16NB8MZKTAJYO,A21XTK9Y0QZ8AB,A29GJGXFU9BQQG,"{'Events', 'Monuments & Memorials', 'Logos & Symbols', 'Space', 'Music'}",{'People'},"{'People', 'Art'}","{'Places', 'Events', 'Space', 'STEM', 'Monuments & Memorials', 'Logos & Symbols', 'Culture', 'Society', 'Music'}","{'Society', 'People'}","{'Society', 'Culture', 'People', 'Art'}","{'People', 'Society', 'Culture'}"
"Octavio Solis, September 2019.jpg",83759293,https://upload.wikimedia.org/wikipedia/commons/f/fa/Octavio_Solis%2C_September_2019.jpg,3KTCJ4SCVGMZHB2B6HCWA7LUZLZ1MR,A16NB8MZKTAJYO,A21XTK9Y0QZ8AB,A29GJGXFU9BQQG,"{'Fossils', 'Chemistry', 'Landscapes', 'Politics'}",{'People'},{'People'},"{'Fossils', 'Chemistry', 'Nature', 'Places', 'STEM', 'Landscapes', 'Politics', 'Society'}","{'Society', 'People'}","{'Society', 'People'}","{'People', 'Society'}"
Platinum-hexafluoride-3D-vdW.png,89557241,https://upload.wikimedia.org/wikipedia/commons/f/f2/Platinum-hexafluoride-3D-vdW.png,3KTCJ4SCVGMZHB2B6HCWA7LUZLZ1MR,A16NB8MZKTAJYO,A21XTK9Y0QZ8AB,A29GJGXFU9BQQG,"{'Animals', 'Geology', 'Music'}","{'Logos & Symbols', 'Mathematics'}",{'Chemistry'},"{'Nature', 'STEM', 'Animals', 'Geology', 'Culture', 'Music'}","{'Logos & Symbols', 'Mathematics', 'STEM'}","{'Chemistry', 'STEM'}",{'STEM'}
Srbac crkva bogorodicnog pokrova nkd 578.JPG,42802802,https://upload.wikimedia.org/wikipedia/commons/c/c5/Srbac_crkva_bogorodicnog_pokrova_nkd_578.JPG,3RIHDBQ1NEJALMNP86FH2U11GAVHM6,A15VCKELIEEPJN,A3TU0NGBDKSGLI,A9LSEP71DNP4O,"{'Places', 'Belief', 'History', 'Monuments & Memorials', 'Architecture', 'Landscapes', 'Art'}","{'Monuments & Memorials', 'Architecture', 'Places', 'History'}","{'Places', 'Architecture', 'Landscapes', 'People'}","{'Places', 'Belief', 'History', 'Art', 'Architecture', 'Landscapes', 'Monuments & Memorials', 'Culture'}","{'Places', 'History', 'Monuments & Memorials', 'Architecture', 'Culture'}","{'Places', 'People', 'Architecture', 'Landscapes', 'Society'}","{'Places', 'History', 'Monuments & Memorials', 'Architecture', 'Landscapes', 'Culture'}"
Pagoda Avalokitesvara.jpg,73764590,https://upload.wikimedia.org/wikipedia/commons/2/21/Pagoda_Avalokitesvara.jpg,3RIHDBQ1NEJALMNP86FH2U11GAVHM6,A15VCKELIEEPJN,A3TU0NGBDKSGLI,A9LSEP71DNP4O,"{'Places', 'Belief', 'History', 'Monuments & Memorials', 'Architecture', 'Art'}","{'Monuments & Memorials', 'Architecture', 'Places'}","{'Places', 'Architecture'}","{'Places', 'Belief', 'History', 'Art', 'Architecture', 'Monuments & Memorials', 'Culture'}","{'Places', 'Architecture', 'Monuments & Memorials'}","{'Places', 'Architecture'}","{'Places', 'Architecture', 'Monuments & Memorials'}"
Painted Honor Guards.jpg,39182433,https://upload.wikimedia.org/wikipedia/commons/7/79/Painted_Honor_Guards.jpg,3RIHDBQ1NEJALMNP86FH2U11GAVHM6,A15VCKELIEEPJN,A3TU0NGBDKSGLI,A9LSEP71DNP4O,"{'Belief', 'Events', 'History', 'People', 'Monuments & Memorials', 'Literature', 'Art'}","{'Belief', 'History', 'Monuments & Memorials', 'Architecture', 'Art'}","{'History', 'Art'}","{'Places', 'Belief', 'Events', 'History', 'People', 'Art', 'Monuments & Memorials', 'Literature', 'Culture', 'Society'}","{'Places', 'Belief', 'History', 'Art', 'Architecture', 'Monuments & Memorials', 'Culture'}","{'History', 'Culture', 'Art'}","{'Places', 'Belief', 'History', 'Art', 'Monuments & Memorials', 'Culture'}"
OvergrownPath 1150H.jpg,88670357,https://upload.wikimedia.org/wikipedia/commons/b/b1/OvergrownPath_1150H.jpg,3RIHDBQ1NEJALMNP86FH2U11GAVHM6,A15VCKELIEEPJN,A3TU0NGBDKSGLI,A9LSEP71DNP4O,"{'History', 'Animals', 'Landscapes', 'Plants', 'Transportation'}","{'Landscapes', 'Plants'}","{'Landscapes', 'Plants'}","{'Places', 'Nature', 'History', 'STEM', 'Animals', 'Landscapes', 'Plants', 'Culture', 'Society', 'Transportation'}","{'Places', 'Nature', 'STEM', 'Landscapes', 'Plants'}","{'Places', 'Nature', 'STEM', 'Landscapes', 'Plants'}","{'Places', 'Nature', 'STEM', 'Landscapes', 'Plants'}"
Korea-Unjusa 4516-07 Seoktap Bulgam Buddha.JPG,5115997,https://upload.wikimedia.org/wikipedia/commons/4/44/Korea-Unjusa_4516-07_Seoktap_Bulgam_Buddha.JPG,3RIHDBQ1NEJALMNP86FH2U11GAVHM6,A15VCKELIEEPJN,A3TU0NGBDKSGLI,A9LSEP71DNP4O,"{'Places', 'Belief', 'History', 'Monuments & Memorials', 'Architecture', 'Landscapes', 'Logos & Symbols', 'Art'}","{'History', 'Monuments & Memorials', 'Architecture', 'Geology', 'Art'}","{'Places', 'Belief', 'History', 'Monuments & Memorials', 'Architecture', 'Art'}","{'Places', 'Belief', 'History', 'Art', 'Architecture', 'Landscapes', 'Monuments & Memorials', 'Logos & Symbols', 'Culture'}","{'Places', 'History', 'STEM', 'Art', 'Architecture', 'Geology', 'Monuments & Memorials', 'Culture'}","{'Places', 'Belief', 'History', 'Art', 'Architecture', 'Monuments & Memorials', 'Culture'}","{'Places', 'Belief', 'History', 'Monuments & Memorials', 'Architecture', 'Art', 'Culture'}"
"Bundesarchiv Bild 102-13115, Cesare de Orsenigo.jpg",5480874,https://upload.wikimedia.org/wikipedia/commons/d/d2/Bundesarchiv_Bild_102-13115%2C_Cesare_de_Orsenigo.jpg,3RIHDBQ1NEJALMNP86FH2U11GAVHM6,A15VCKELIEEPJN,A3TU0NGBDKSGLI,A9LSEP71DNP4O,"{'Belief', 'History', 'People', 'Monuments & Memorials', 'Logos & Symbols', 'Literature'}","{'Belief', 'Events', 'History', 'People', 'Art'}","{'Events', 'Belief', 'People'}","{'Places', 'Belief', 'History', 'People', 'Monuments & Memorials', 'Logos & Symbols', 'Literature', 'Culture', 'Society'}","{'Belief', 'Events', 'History', 'People', 'Art', 'Culture', 'Society'}","{'Belief', 'Events', 'People', 'Culture', 'Society'}","{'Belief', 'Events', 'History', 'People', 'Culture', 'Society'}"
Morpeth Chantry.jpg,11761562,https://upload.wikimedia.org/wikipedia/commons/8/89/Morpeth_Chantry.jpg,3RIHDBQ1NEJALMNP86FH2U11GAVHM6,A15VCKELIEEPJN,A3TU0NGBDKSGLI,A9LSEP71DNP4O,"{'Belief', 'History', 'Monuments & Memorials', 'Architecture', 'Landscapes', 'Art'}","{'Places', 'Belief', 'History', 'Monuments & Memorials', 'Architecture'}","{'Monuments & Memorials', 'Architecture'}","{'Places', 'Belief', 'History', 'Art', 'Architecture', 'Landscapes', 'Monuments & Memorials', 'Culture'}","{'Places', 'Belief', 'History', 'Monuments & Memorials', 'Architecture', 'Culture'}","{'Places', 'Architecture', 'Monuments & Memorials'}","{'Places', 'Belief', 'History', 'Monuments & Memorials', 'Architecture', 'Culture'}"
Feldspar series.jpg,5776990,https://upload.wikimedia.org/wikipedia/commons/6/6f/Feldspar_series.jpg,3RIHDBQ1NEJALMNP86FH2U11GAVHM6,A15VCKELIEEPJN,A3TU0NGBDKSGLI,A9LSEP71DNP4O,"{'Chemistry', 'Diagrams', 'Mathematics', 'Technology & Engineering'}",{'Diagrams'},"{'Diagrams', 'Mathematics'}","{'Chemistry', 'STEM', 'Mathematics', 'Technology & Engineering', 'Diagrams'}","{'Diagrams', 'STEM'}","{'Diagrams', 'Mathematics', 'STEM'}","{'Diagrams', 'Mathematics', 'STEM'}"
Route haul map of Royapuram Electric Loco shed.png,71314216,https://upload.wikimedia.org/wikipedia/commons/2/21/Route_haul_map_of_Royapuram_Electric_Loco_shed.png,3RIHDBQ1NEJALMNP86FH2U11GAVHM6,A15VCKELIEEPJN,A3TU0NGBDKSGLI,A9LSEP71DNP4O,"{'Places', 'Landscapes', 'Transportation', 'Maps & Flags'}","{'Diagrams', 'Maps & Flags'}","{'Transportation', 'Maps & Flags'}","{'Places', 'Landscapes', 'Society', 'Transportation', 'Maps & Flags'}","{'Places', 'Maps & Flags', 'Diagrams', 'STEM'}","{'Places', 'Society', 'Transportation', 'Maps & Flags'}","{'Places', 'Society', 'Transportation', 'Maps & Flags'}"
Jack Daniel statue.JPG,24987761,https://upload.wikimedia.org/wikipedia/commons/a/a9/Jack_Daniel_statue.JPG,3RIHDBQ1NEJALMNP86FH2U11GAVHM6,A15VCKELIEEPJN,A3TU0NGBDKSGLI,A9LSEP71DNP4O,"{'Places', 'Belief', 'Events', 'History', 'People', 'Monuments & Memorials', 'Architecture', 'Literature', 'Art', 'Politics'}","{'Monuments & Memorials', 'History', 'Art'}","{'Monuments & Memorials', 'History'}","{'Places', 'Belief', 'Events', 'History', 'People', 'Art', 'Architecture', 'Monuments & Memorials', 'Literature', 'Culture', 'Politics', 'Society'}","{'Places', 'History', 'Monuments & Memorials', 'Art', 'Culture'}","{'Monuments & Memorials', 'Places', 'History', 'Culture'}","{'Places', 'History', 'Monuments & Memorials', 'Art', 'Culture'}"
Judge Samuel H. Sedgwick.jpg,83682452,https://upload.wikimedia.org/wikipedia/commons/e/e7/Judge_Samuel_H._Sedgwick.jpg,3X7837UUADJ4NPXN9QBLPBKU32KJ63,A2E0LU8V4EUX5C,A39SK1E6IMQBD5,AQNCH42WD4ITI,{'People'},{'People'},"{'History', 'People'}","{'Society', 'People'}","{'Society', 'People'}","{'History', 'Society', 'People', 'Culture'}","{'People', 'Society'}"
Rocroi.JPG,105916,https://upload.wikimedia.org/wikipedia/commons/d/d2/Rocroi.JPG,3X7837UUADJ4NPXN9QBLPBKU32KJ63,A2E0LU8V4EUX5C,A39SK1E6IMQBD5,AQNCH42WD4ITI,"{'Architecture', 'Landscapes'}",{'Architecture'},"{'Places', 'Landscapes'}","{'Places', 'Architecture', 'Landscapes'}","{'Places', 'Architecture'}","{'Places', 'Landscapes'}","{'Places', 'Architecture', 'Landscapes'}"
POL COA Trzywdar.svg,3911839,https://upload.wikimedia.org/wikipedia/commons/8/88/POL_COA_Trzywdar.svg,3X7837UUADJ4NPXN9QBLPBKU32KJ63,A2E0LU8V4EUX5C,A39SK1E6IMQBD5,AQNCH42WD4ITI,{'Logos & Symbols'},"{'Logos & Symbols', 'Art'}",{'Logos & Symbols'},{'Logos & Symbols'},"{'Culture', 'Logos & Symbols', 'Art'}",{'Logos & Symbols'},{'Logos & Symbols'}
33-Noctuidae-Catocalinae-Tolna sypnoides (Butler)027.jpg,19221065,https://upload.wikimedia.org/wikipedia/commons/c/cd/33-Noctuidae-Catocalinae-Tolna_sypnoides_%28Butler%29027.jpg,3X7837UUADJ4NPXN9QBLPBKU32KJ63,A2E0LU8V4EUX5C,A39SK1E6IMQBD5,AQNCH42WD4ITI,{'Animals'},{'Animals'},{'Animals'},"{'Nature', 'Animals', 'STEM'}","{'Nature', 'Animals', 'STEM'}","{'Nature', 'Animals', 'STEM'}","{'Nature', 'Animals', 'STEM'}"
Donkey orchid gnangarra 01.jpg,1104422,https://upload.wikimedia.org/wikipedia/commons/2/21/Donkey_orchid_gnangarra_01.jpg,3X7837UUADJ4NPXN9QBLPBKU32KJ63,A2E0LU8V4EUX5C,A39SK1E6IMQBD5,AQNCH42WD4ITI,"{'Animals', 'Plants', 'Landscapes'}","{'Landscapes', 'Plants'}",{'Plants'},"{'Places', 'Nature', 'STEM', 'Animals', 'Landscapes', 'Plants'}","{'Places', 'Nature', 'STEM', 'Landscapes', 'Plants'}","{'Nature', 'STEM', 'Plants'}","{'Places', 'Nature', 'STEM', 'Landscapes', 'Plants'}"
Attack Squadron 165 (US Navy) insignia c1989.png,41751965,https://upload.wikimedia.org/wikipedia/commons/8/83/Attack_Squadron_165_%28US_Navy%29_insignia_c1989.png,3X7837UUADJ4NPXN9QBLPBKU32KJ63,A2E0LU8V4EUX5C,A39SK1E6IMQBD5,AQNCH42WD4ITI,{'Logos & Symbols'},"{'History', 'Logos & Symbols', 'Art'}",{'Logos & Symbols'},{'Logos & Symbols'},"{'History', 'Culture', 'Logos & Symbols', 'Art'}",{'Logos & Symbols'},{'Logos & Symbols'}
Starr 031002-0027 Eucalyptus globulus.jpg,6114109,https://upload.wikimedia.org/wikipedia/commons/b/bb/Starr_031002-0027_Eucalyptus_globulus.jpg,3X7837UUADJ4NPXN9QBLPBKU32KJ63,A2E0LU8V4EUX5C,A39SK1E6IMQBD5,AQNCH42WD4ITI,"{'Landscapes', 'Plants'}",{'Landscapes'},"{'Geology', 'Plants'}","{'Places', 'Nature', 'STEM', 'Landscapes', 'Plants'}","{'Places', 'Landscapes'}","{'Nature', 'Geology', 'Plants', 'STEM'}","{'Places', 'Nature', 'STEM', 'Landscapes', 'Plants'}"
Itamar Batista.jpg,4772123,https://upload.wikimedia.org/wikipedia/commons/f/fe/Itamar_Batista.jpg,3X7837UUADJ4NPXN9QBLPBKU32KJ63,A2E0LU8V4EUX5C,A39SK1E6IMQBD5,AQNCH42WD4ITI,"{'People', 'Transportation'}","{'People', 'Transportation'}",{'People'},"{'Society', 'People', 'Transportation'}","{'Society', 'People', 'Transportation'}","{'Society', 'People'}","{'People', 'Society', 'Transportation'}"
Warrain Beach.jpg,6309026,https://upload.wikimedia.org/wikipedia/commons/c/ca/Warrain_Beach.jpg,3X7837UUADJ4NPXN9QBLPBKU32KJ63,A2E0LU8V4EUX5C,A39SK1E6IMQBD5,AQNCH42WD4ITI,"{'Places', 'Landscapes', 'Plants'}",{'Landscapes'},{'Landscapes'},"{'Places', 'Nature', 'STEM', 'Landscapes', 'Plants'}","{'Places', 'Landscapes'}","{'Places', 'Landscapes'}","{'Places', 'Landscapes'}"
"Red-tab Policeman larva on Acridocarpus natalitius, Hawaan, 20-11-2010, 2.jpg",17973876,https://upload.wikimedia.org/wikipedia/commons/f/ff/Red-tab_Policeman_larva_on_Acridocarpus_natalitius%2C_Hawaan%2C_20-11-2010%2C_2.jpg,3X7837UUADJ4NPXN9QBLPBKU32KJ63,A2E0LU8V4EUX5C,A39SK1E6IMQBD5,AQNCH42WD4ITI,"{'Animals', 'Plants'}",{'Animals'},{'Animals'},"{'Nature', 'Animals', 'Plants', 'STEM'}","{'Nature', 'Animals', 'STEM'}","{'Nature', 'Animals', 'STEM'}","{'Nature', 'Animals', 'STEM'}"
Andries Daniels and Frans Francken the Younger - Vase with Tulips - Google Art Project.jpg,21849735,https://upload.wikimedia.org/wikipedia/commons/b/b8/Andries_Daniels_and_Frans_Francken_the_Younger_-_Vase_with_Tulips_-_Google_Art_Project.jpg,3ZZAYRN1I6COQYZWLGBJ8HTUM45OT2,A11LSO6D7BMY99,A6M7YIG6KKHPA,AJPB9XHN9HI8I,{'Plants'},"{'Plants', 'Art'}","{'Sports', 'Monuments & Memorials', 'Logos & Symbols', 'Plants', 'Diagrams', 'Music'}","{'Nature', 'STEM', 'Plants'}","{'Nature', 'STEM', 'Art', 'Plants', 'Culture'}","{'Places', 'Nature', 'Sports', 'STEM', 'Monuments & Memorials', 'Plants', 'Logos & Symbols', 'Culture', 'Diagrams', 'Society', 'Music'}","{'Nature', 'Plants', 'Culture', 'STEM'}"
1983 FBW 91GTS of RATBv ex-Neuchatel.jpg,59988272,https://upload.wikimedia.org/wikipedia/commons/a/ac/1983_FBW_91GTS_of_RATBv_ex-Neuchatel.jpg,3ZZAYRN1I6COQYZWLGBJ8HTUM45OT2,A11LSO6D7BMY99,A6M7YIG6KKHPA,AJPB9XHN9HI8I,"{'Places', 'Transportation', 'Technology & Engineering'}","{'Places', 'Transportation'}","{'Chemistry', 'Animals', 'Landscapes', 'Logos & Symbols', 'Art', 'Politics'}","{'Places', 'STEM', 'Technology & Engineering', 'Society', 'Transportation'}","{'Places', 'Society', 'Transportation'}","{'Places', 'Nature', 'Chemistry', 'STEM', 'Animals', 'Landscapes', 'Logos & Symbols', 'Society', 'Art', 'Culture', 'Politics'}","{'Places', 'Society', 'Transportation', 'STEM'}"
Canford Magna - parish church - geograph.org.uk - 458345.jpg,11691316,https://upload.wikimedia.org/wikipedia/commons/8/8f/Canford_Magna_-_parish_church_-_geograph.org.uk_-_458345.jpg,3ZZAYRN1I6COQYZWLGBJ8HTUM45OT2,A11LSO6D7BMY99,A6M7YIG6KKHPA,AJPB9XHN9HI8I,"{'Monuments & Memorials', 'Architecture', 'Places'}","{'Belief', 'Architecture', 'Places'}","{'Sports', 'Monuments & Memorials', 'Animals', 'Logos & Symbols', 'Mathematics', 'Music'}","{'Places', 'Architecture', 'Monuments & Memorials'}","{'Places', 'Architecture', 'Belief', 'Culture'}","{'Places', 'Nature', 'Sports', 'STEM', 'Monuments & Memorials', 'Animals', 'Logos & Symbols', 'Mathematics', 'Culture', 'Society', 'Music'}","{'Places', 'Architecture', 'Monuments & Memorials', 'Culture'}"
"George Bryson, Jr.png",7082525,https://upload.wikimedia.org/wikipedia/commons/d/d0/George_Bryson%2C_Jr.png,3ZZAYRN1I6COQYZWLGBJ8HTUM45OT2,A11LSO6D7BMY99,A6M7YIG6KKHPA,AJPB9XHN9HI8I,"{'History', 'People'}","{'History', 'People'}",{'Mathematics'},"{'History', 'Society', 'People', 'Culture'}","{'History', 'Society', 'People', 'Culture'}","{'Mathematics', 'STEM'}","{'History', 'People', 'Society', 'Culture'}"
Sr2 3206 Helsinki.jpg,8315603,https://upload.wikimedia.org/wikipedia/commons/d/d4/Sr2_3206_Helsinki.jpg,3ZZAYRN1I6COQYZWLGBJ8HTUM45OT2,A11LSO6D7BMY99,A6M7YIG6KKHPA,AJPB9XHN9HI8I,"{'Logos & Symbols', 'Transportation', 'Technology & Engineering'}","{'Places', 'Logos & Symbols', 'Transportation', 'Technology & Engineering'}","{'Chemistry', 'Monuments & Memorials', 'Logos & Symbols', 'Literature', 'Plants', 'Politics'}","{'STEM', 'Logos & Symbols', 'Technology & Engineering', 'Society', 'Transportation'}","{'Places', 'STEM', 'Logos & Symbols', 'Technology & Engineering', 'Society', 'Transportation'}","{'Places', 'Chemistry', 'Nature', 'STEM', 'Monuments & Memorials', 'Plants', 'Logos & Symbols', 'Literature', 'Culture', 'Politics', 'Society'}","{'Places', 'STEM', 'Logos & Symbols', 'Technology & Engineering', 'Society', 'Transportation'}"
Ricardo Coutinho 2011.jpg,16194357,https://upload.wikimedia.org/wikipedia/commons/6/60/Ricardo_Coutinho_2011.jpg,3ZZAYRN1I6COQYZWLGBJ8HTUM45OT2,A11LSO6D7BMY99,A6M7YIG6KKHPA,AJPB9XHN9HI8I,{'People'},{'People'},"{'Monuments & Memorials', 'Chemistry', 'Sports', 'Music'}","{'Society', 'People'}","{'Society', 'People'}","{'Places', 'Chemistry', 'Sports', 'STEM', 'Monuments & Memorials', 'Culture', 'Society', 'Music'}","{'People', 'Society'}"
Weeks Falls.JPG,1911310,https://upload.wikimedia.org/wikipedia/commons/4/4d/Weeks_Falls.JPG,3ZZAYRN1I6COQYZWLGBJ8HTUM45OT2,A11LSO6D7BMY99,A6M7YIG6KKHPA,AJPB9XHN9HI8I,"{'Landscapes', 'Plants'}","{'Places', 'Geology'}",{'Medicine & Health'},"{'Places', 'Nature', 'STEM', 'Landscapes', 'Plants'}","{'Places', 'Geology', 'STEM'}","{'Medicine & Health', 'STEM'}","{'Places', 'STEM'}"
